quant_saved,female,highschool_completed,rem_any,wealthy,age
45.8178,1,1,1,1,64
39.2724,1,1,1,1,28
2.284,1,1,1,1,27
39.2724,1,1,1,1,24
98.181,0,1,1,1,18
2.284,1,1,1,1,40
58.9086,1,1,1,1,46
2.284,1,1,1,1,34
98.181,1,1,1,0,33
40.95874449,1,0,0,1,52
89.90463587,0,0,1,1,24
32.727,1,1,1,1,28
2.284,1,0,1,1,30
39.2724,1,1,1,1,32
13.0908,1,1,1,1,46
47.96719515,1,0,1,1,36
2.284,0,0,1,1,25
39.2724,0,1,1,1,40
2.284,1,1,1,1,26
39.2724,1,0,1,0,42
98.181,1,0,1,0,23
392.724,1,1,1,1,22
392.724,0,1,1,1,33
39.2724,0,0,1,0,35
2.284,1,0,0,0,21
2.284,1,0,1,0,21
39.2724,1,1,1,1,20
39.2724,1,1,0,1,49
237.762571,1,1,1,1,33
39.2724,1,1,1,0,51
2.284,1,1,1,1,26
392.724,1,1,1,1,35
58.9086,1,1,1,1,29
13.0908,1,1,1,1,26
39.2724,1,1,1,1,31
58.9086,1,0,0,0,28
196.362,1,1,1,1,35
19.6362,1,0,1,0,31
392.724,0,0,1,0,40
39.2724,1,1,1,1,43
26.1816,1,1,0,1,26
176.7258,1,0,1,0,39
32.727,0,1,1,1,21
2.284,1,0,0,0,30
2.284,1,1,1,1,49
78.5448,0,1,1,1,46
196.362,1,1,1,1,30
78.5448,1,1,1,1,0
5.713197586,0,0,1,1,61
39.2724,1,1,1,1,18
196.362,1,1,1,1,27
186.486771,1,0,1,0,36
98.181,1,1,1,1,55
39.2724,1,1,1,1,18
36.63284793,1,0,1,1,19
117.8172,1,0,1,1,75
13.0908,0,1,1,1,54
16.3635,0,1,1,1,25
39.2724,0,1,1,1,46
16.11636069,1,1,1,0,24
39.2724,0,1,1,1,19
98.181,1,1,1,1,27
39.2724,1,1,1,1,63
2.284,1,0,1,1,19
25.64246688,1,1,1,1,25
6.5454,1,1,1,1,0
39.2724,1,1,1,1,56
114.5445,1,1,1,0,50
2.284,1,0,0,0,24
39.2724,1,1,1,0,34
45.89903482,0,1,1,1,34
39.2724,0,1,1,1,56
2.284,1,1,1,1,50
78.5448,1,1,0,1,27
45.8178,0,1,1,0,18
2.284,0,0,1,1,20
130.908,1,1,1,1,39
72.71410652,1,0,1,0,34
39.2724,1,1,1,1,36
2.284,1,1,1,0,22
39.2724,1,1,1,1,44
98.181,0,1,1,0,44
98.181,1,1,1,1,22
98.181,1,0,1,0,26
163.635,0,1,1,1,25
2.284,1,1,1,1,47
98.181,0,1,1,1,42
32.727,0,0,1,0,47
294.543,1,1,1,1,49
39.2724,0,1,1,1,60
39.2724,1,0,1,0,35
2.284,1,1,1,1,36
19.6362,1,1,1,1,30
45.8178,1,1,1,1,24
58.9086,1,1,1,0,26
98.181,1,1,1,0,25
2.284,1,0,1,0,20
2.284,0,1,1,1,21
2.284,1,1,1,1,26
196.362,1,1,1,1,37
14.25787,1,1,1,1,37
45.70992174,1,1,1,1,28
52.3632,1,1,1,1,46
98.181,0,1,1,1,22
39.80075482,1,0,1,1,42
39.2724,0,0,1,0,54
589.086,1,1,1,1,25
130.908,0,1,1,1,29
16.3635,1,1,1,1,39
16.3635,1,1,1,1,48
39.2724,0,1,1,1,21
39.2724,1,1,1,0,46
88.94718485,1,1,1,1,31
147.2715,0,1,1,0,64
0,1,1,1,1,23
39.2724,0,1,1,1,0
52.3632,0,1,1,0,29
98.181,1,1,1,1,56
39.2724,1,1,1,0,29
2.284,0,1,1,1,39
13.0908,1,1,0,1,23
392.724,0,1,0,1,0
39.2724,1,0,1,0,25
52.3632,0,1,1,1,64
196.362,0,1,1,1,81
17.01968241,1,0,0,0,46
46.89417239,1,0,1,1,23
39.2724,0,1,1,0,23
196.362,1,1,1,1,23
490.905,1,1,1,1,24
39.2724,1,1,1,1,39
58.9086,1,1,1,0,44
39.2724,1,1,1,1,54
49.0905,1,1,1,0,23
64.05752348,1,1,1,0,24
74.33163688,0,1,0,1,19
6.5454,1,1,1,1,0
39.2724,1,1,1,1,52
98.181,1,0,1,0,37
78.5448,0,0,1,0,59
49.0905,0,1,1,0,22
60.49745,1,1,1,1,35
0,1,1,1,1,38
196.362,1,1,1,1,41
71.9994,1,1,1,1,0
73.29264551,1,0,1,1,25
39.2724,1,1,0,0,32
50.99418102,1,0,1,0,21
39.2724,0,1,1,1,0
58.9086,1,1,1,1,22
39.2724,1,1,1,1,68
68.7267,1,1,1,1,38
13.0908,0,0,1,0,47
130.908,0,1,1,1,25
39.2724,1,1,1,1,24
39.2724,1,1,1,0,37
14.87523587,1,0,1,1,43
39.2724,0,1,1,1,59
39.2724,1,1,0,1,39
26.1816,0,0,1,1,34
2.284,1,1,0,1,24
98.181,1,1,1,1,29
39.2724,1,1,1,1,23
6.5454,0,1,0,1,24
2.284,1,1,1,1,30
2.284,0,0,0,0,37
39.2724,1,1,1,1,25
1570.896,1,1,1,1,47
39.2724,0,1,0,1,57
78.5448,1,1,1,1,35
196.362,1,1,1,1,36
257.2256859,1,1,1,1,32
39.2724,1,1,1,1,40
2.284,1,0,0,1,19
2.284,1,1,1,1,30
65.454,1,1,1,1,0
58.9086,1,1,1,1,55
39.2724,0,1,1,1,24
2.284,1,1,1,1,19
78.5448,1,1,1,1,24
261.816,1,1,1,0,33
39.2724,1,1,1,0,61
196.362,0,1,0,1,18
32.727,1,1,0,1,30
60.41979623,1,1,1,1,35
49.0905,1,0,1,0,39
39.2724,0,0,1,0,48
32.727,1,1,0,1,60
2.284,1,0,0,1,20
2.284,1,0,0,0,20
39.2724,0,0,1,0,36
39.2724,0,1,0,1,26
2.284,1,0,0,1,20
916.356,0,1,1,0,48
39.2724,1,0,1,0,32
65.454,1,0,1,1,30
78.5448,1,1,1,1,48
98.181,1,1,1,1,20
98.181,1,1,1,1,29
39.2724,1,0,0,0,25
39.2724,1,1,0,1,0
13.0908,1,1,1,0,21
392.724,0,1,1,1,26
2.284,1,1,1,0,19
98.181,0,1,1,1,26
98.181,1,0,1,0,46
235.77732,1,1,1,0,25
78.5448,1,1,1,1,44
19.6362,1,0,1,1,36
176.3412497,1,1,1,0,25
392.724,1,1,1,1,58
78.5448,1,0,1,0,31
2.284,1,1,1,1,29
19.6362,1,1,0,1,28
2.284,1,0,0,1,44
32.86356207,1,1,1,1,51
78.5448,1,1,1,1,56
137.4534,1,0,1,0,35
14.06373,1,1,1,1,30
98.181,1,0,1,1,70
39.2724,1,0,1,1,38
58.9086,1,1,1,1,31
26.1816,1,1,1,0,26
65.454,0,1,1,1,42
13.82276828,0,0,0,0,25
39.2724,1,1,1,1,65
2.284,1,0,1,1,32
58.9086,1,1,1,1,45
95.81266246,0,1,1,1,37
164.705173,1,1,1,1,39
2.284,1,1,1,1,26
19.6362,0,1,0,0,21
1963.62,1,1,0,1,29
49.0905,1,0,1,0,46
32.727,1,1,1,1,58
32.727,1,1,1,1,56
196.362,0,1,1,1,36
78.5448,1,1,1,1,63
157.0896,1,1,1,1,50
78.5448,0,1,1,0,40
2.284,1,1,0,0,19
98.181,1,1,1,1,45
2.284,0,0,1,0,20
13.0908,1,1,1,1,22
65.21642485,1,1,1,1,20
2.284,1,1,1,1,28
98.181,1,0,1,1,61
39.2724,1,1,1,1,58
78.5448,1,0,1,0,32
47.97770623,1,0,0,0,22
39.2724,1,0,1,0,42
19.6362,0,1,1,1,33
2.284,1,1,1,1,20
13.0908,1,1,1,1,44
39.2724,1,1,1,1,23
49.0905,1,1,1,0,41
39.2724,1,0,1,0,37
39.2724,1,0,1,1,42
39.2724,1,1,1,1,38
98.181,1,0,1,0,36
34.26274069,1,0,1,0,39
39.2724,0,1,1,1,0
2.284,1,1,1,1,42
39.2724,1,0,1,0,35
1963.62,0,1,1,1,26
39.2724,0,0,1,1,74
39.2724,0,0,1,0,52
2.284,1,1,1,1,22
19.6362,1,0,1,0,25
392.724,0,1,0,1,35
10.74622,1,1,1,1,31
196.362,1,0,1,0,26
392.724,0,1,0,1,44
39.2724,1,1,1,1,52
58.9086,0,1,1,1,34
196.362,0,1,1,1,28
413.902822,1,1,0,1,31
2.284,1,1,1,0,23
2.284,1,1,1,1,31
68.07622036,1,1,1,1,31
39.2724,1,1,1,1,0
98.181,1,1,1,1,33
32.727,1,0,1,1,30
47.98181587,1,1,1,1,25
39.2724,1,1,1,0,52
26.1816,1,1,1,1,29
39.2724,1,0,1,0,38
6.5454,0,1,1,0,23
39.2724,1,1,1,1,49
98.181,1,0,1,0,73
39.2724,0,0,1,0,35
2.284,1,1,1,1,26
2.284,0,0,1,1,29
39.2724,1,1,1,1,0
39.2724,1,1,1,0,40
2.284,1,0,1,1,22
589.086,1,1,1,1,34
91.70648102,1,0,0,1,35
114.611343,1,1,1,0,40
39.2724,1,1,1,1,26
39.2724,0,1,1,0,46
2.284,1,1,1,1,27
71.9994,0,0,1,0,53
6.5454,1,1,1,1,30
39.2724,0,1,1,1,36
58.9086,1,1,1,0,19
39.2724,0,1,1,1,18
188.3763349,1,1,1,1,49
26.1816,0,1,1,0,23
114.3249397,1,1,1,1,24
39.2724,1,1,1,1,46
21.68520966,1,0,1,0,27
13.0908,1,0,1,0,38
196.362,1,0,1,1,56
2.284,1,1,1,1,22
392.724,1,0,1,0,37
2.284,1,1,1,1,23
19.6362,1,1,1,1,21
39.2724,0,1,1,1,0
19.6362,1,1,1,1,43
98.181,1,1,1,0,50
39.2724,1,1,0,0,19
2.284,1,1,1,1,24
2.284,1,1,1,1,30
29.4543,1,1,1,1,62
345.3988145,1,1,1,1,43
45.91114069,1,0,1,0,22
117.8172,0,1,1,1,28
39.2724,1,0,1,0,35
98.181,1,1,1,0,56
104.9016107,1,0,1,1,35
392.724,1,1,1,1,36
39.2724,1,0,0,0,31
2.284,1,0,1,1,52
6.5454,1,1,1,0,48
39.2724,1,1,1,0,42
2.284,1,0,1,1,40
196.362,0,0,1,1,35
98.181,1,1,0,1,57
32.727,1,1,1,0,38
13.0908,1,1,1,1,0
13.0908,0,1,1,1,25
2.284,1,0,0,0,57
39.2724,0,1,1,1,51
189.3668861,0,1,1,1,22
196.362,1,1,1,1,40
196.362,1,0,1,0,19
26.1816,0,1,1,1,27
196.362,1,1,1,1,39
2.284,1,1,1,1,33
19.6362,0,1,1,1,28
196.362,0,1,1,1,69
39.2724,1,0,1,0,34
130.908,0,1,1,1,38
98.181,1,1,1,1,60
39.2724,1,1,1,1,43
39.2724,0,1,0,1,27
2.284,1,1,1,0,19
114.5445,0,1,1,1,21
2.284,1,1,0,1,52
98.181,0,0,1,1,33
45.90885725,0,1,1,1,32
51.07572138,0,1,1,1,23
13.71907379,0,0,1,1,29
2.284,1,1,1,1,23
2.284,1,1,0,1,25
2.284,1,0,0,1,28
2.284,1,1,1,1,23
2.284,1,0,1,0,34
58.9086,1,0,1,0,50
39.2724,0,1,1,1,0
98.181,1,1,1,1,58
39.2724,1,1,1,0,40
78.5448,0,0,1,1,41
116.7669907,1,1,0,1,50
16.3635,0,1,1,1,20
19.6362,1,1,1,1,20
52.3632,1,1,1,0,32
16.3635,1,1,1,1,38
196.362,1,1,1,1,59
2.284,1,1,1,1,18
2.284,1,1,1,1,23
78.5448,1,1,1,1,35
78.5448,1,0,1,0,26
32.727,0,1,1,1,60
81.8175,0,1,0,0,27
196.362,1,1,1,1,26
39.2724,1,0,1,0,29
2.284,1,0,1,0,36
52.3632,1,1,1,1,21
39.2724,0,1,1,1,0
2.284,1,1,0,1,27
16.3635,1,1,1,1,24
196.362,1,0,1,0,29
9.2502,1,0,1,1,60
78.5448,1,0,1,0,20
39.2724,0,1,1,1,53
392.724,1,0,1,0,40
58.9086,1,1,0,1,32
39.2724,0,1,1,1,30
2.284,1,0,1,0,45
2.284,1,1,0,1,51
261.816,1,1,1,0,44
2.284,1,1,1,1,43
39.2724,1,1,1,0,24
39.2724,1,0,1,0,52
2.284,0,0,1,1,42
98.181,1,1,1,1,42
6.852,1,1,1,1,23
52.3632,0,1,1,1,0
2.284,1,1,0,1,45
2.284,1,1,1,1,20
2.284,1,1,1,1,46
39.2724,1,0,1,1,27
78.5448,1,0,1,1,58
2.284,1,0,1,1,40
2.284,1,1,1,1,21
46.27886413,1,0,0,0,19
45.8178,1,1,1,1,53
589.086,1,1,1,1,66
196.362,1,1,1,1,28
2.284,1,1,1,1,23
39.2724,1,0,1,0,48
39.2724,1,0,1,1,24
39.2724,1,1,1,1,33
9.8181,1,0,1,0,38
2.284,1,0,1,0,28
51.32627551,1,0,1,1,38
98.181,1,1,1,0,23
39.2724,0,1,1,1,28
196.362,0,0,1,0,38
78.5448,0,1,1,1,20
2.284,1,1,1,0,21
52.3632,0,1,1,1,36
589.086,1,1,1,1,27
39.2724,1,1,1,1,23
2.284,0,0,1,1,35
2.284,0,1,1,1,26
91.6356,0,1,1,1,23
2.284,1,0,1,0,31
98.181,1,0,1,0,27
78.5448,1,1,1,1,67
58.9086,1,1,1,1,54
71.9994,1,1,1,1,51
163.635,0,1,1,1,49
98.181,1,0,1,0,34
19.6362,1,1,1,1,34
18.272,1,0,1,0,47
23.74697551,1,1,1,1,43
78.5448,0,1,0,1,20
114.5445,0,1,1,1,45
39.2724,1,1,1,1,52
6.5454,1,1,1,1,51
41.32989449,1,1,1,1,40
0,1,1,1,1,20
392.724,1,1,1,1,26
196.362,1,1,1,0,50
589.086,0,0,0,0,40
589.086,1,1,1,0,25
98.181,1,1,1,1,49
196.362,1,0,1,0,76
39.2724,1,0,1,0,44
39.2724,0,1,1,1,0
196.362,1,1,1,1,31
19.6362,1,1,1,1,29
39.2724,1,1,1,1,22
163.635,1,1,1,0,25
2.284,1,1,0,1,43
68.88269652,1,1,1,0,27
39.2724,0,0,1,0,38
23.35878,0,1,1,0,27.846575
57.676,0,0,0,0,34.68219
0,0,0,1,0,26.539726
475.827,0,0,1,0,20.48767
72.095,0,0,0,0,19.915068
0,1,0,1,0,38.20274
86.514,1,0,1,0,23.536985
0,1,0,1,0,32.947945
0,0,0,0,0,21.739725
0,0,0,1,0,23.364384
43.257,1,1,1,0,56.4137
0,1,1,1,0,44.232876
14.419,1,0,1,0,25.40548
0,0,0,1,0,25.331507
2141.2215,1,1,0,0,29.30137
0,1,0,1,0,50.865753
18.7447,0,0,0,0,16.835617
0,1,1,0,0,42.09589
28.838,1,0,1,0,35.032875
432.57,1,0,0,0,31.40274
0,0,0,1,0,42.736988
1730.28,1,0,0,0,24.60274
72.095,1,0,0,0,40.145206
0,1,1,0,0,20.290411
259.542,0,0,1,0,39.126026
50.4665,1,0,1,0,12.260274
11.5352,0,1,0,0,26.665754
31.7218,0,0,0,0,21.928766
33.1637,1,1,1,0,35.531506
116.7939,1,0,1,0,26.49863
38.9313,0,1,0,0,32.8
173.028,0,0,0,0,32.81096
14.419,0,0,1,0,20.265753
0,1,1,0,0,22.01096
9.37235,1,1,1,0,14.79452
108.1425,0,0,0,0,32.7863
72.095,0,1,0,0,41.80274
461.408,0,1,1,0,25.021917
115.352,1,1,0,0,20.369864
46.1408,0,0,0,0,34.624657
72.095,0,0,0,0,41.10685
28.838,1,0,1,0,21.380821
172.30705,1,1,1,0,30.761644
144.19,0,0,1,0,23.09589
230.704,0,1,1,0,39.887672
0,0,0,1,0,26.69041
0,1,1,0,0,51.756165
0,1,1,0,0,51.252056
237.9135,0,1,0,0,62.728767
28.838,1,1,0,0,40.97808
259.542,1,1,1,0,23.457535
86.514,0,1,1,0,45.632877
36.0475,0,0,0,0,41.947945
43.257,0,0,0,0,21.175343
0,1,1,1,0,23.547945
57.676,0,1,0,0,44.80548
139.8643,1,1,1,0,58.29589
43.257,1,1,1,0,31.41096
100.933,1,1,1,0,28.945206
0,1,0,1,0,25.926027
173.028,1,0,1,0,36.68767
139.8643,0,1,1,0,27.29315
259.542,1,0,0,0,28.29863
28.838,1,0,1,0,27.128767
43.257,0,1,1,0,34.5726
0,1,0,0,0,27.986301
144.19,1,0,1,0,32.99178
10.0933,1,0,1,0,27.526028
86.514,0,0,0,0,34.791782
0,1,0,1,0,26.120548
0,1,1,1,0,22.975342
260.9839,0,1,1,0,21.142466
0,1,0,1,0,20.41096
288.38,0,1,1,0,47.70685
331.637,1,1,1,0,27.643835
0,1,1,1,0,48.328766
0,0,0,1,0,12.860274
144.19,0,1,0,0,21.915068
0,1,0,1,0,24.70685
10.0933,1,1,0,0,52.18904
0,1,0,0,0,21.736986
28.838,0,0,0,0,23.51233
86.514,0,0,1,0,26.547945
10.0933,0,0,1,0,19.372602
72.095,0,1,0,0,27.441095
0,0,1,1,0,24.19178
3.60475,0,0,0,0,22.882193
0,1,1,0,0,52.613697
31.7218,0,1,0,0,28.323288
57.676,1,0,0,0,29.164383
0,1,1,0,0,38.78356
2.8838,1,0,0,0,21.780823
72.095,1,1,1,0,24.794521
36.0475,0,0,0,0,49.936985
36.0475,1,0,1,0,19.958904
16.21849113,0,0,0,0,21.550686
11.5352,1,1,0,0,28.073973
57.676,1,1,1,0,50.282192
5.7676,0,1,0,0,25.446575
74.9788,1,1,0,0,25.616438
36.0475,0,1,0,0,25.545206
302.799,0,0,0,0,24.065754
144.19,1,1,1,0,48.575344
92.2816,1,0,0,0,48.556164
144.19,0,1,0,0,32.358906
25.9542,1,1,0,0,23.263014
8.6514,1,1,1,0,23.947945
158.609,0,1,0,0,45.48767
115.352,1,0,0,0,28.931507
100.933,1,0,1,0,31.227398
0,0,1,1,0,28.736986
0,1,1,1,0,29.624657
100.933,1,0,1,0,18.50137
57.676,1,1,1,0,54.29041
171.5861,0,0,1,0,20.547945
72.095,1,1,1,0,51.63014
17.3028,0,0,1,0,10.646575
14.419,1,0,1,0,26.175343
46.1408,0,0,1,0,52.52055
18.7447,0,0,0,0,27.430138
57.676,1,1,1,0,29.673973
0,1,1,0,0,19.29863
64.8855,0,1,1,0,36.49041
43.257,0,1,1,0,34.934246
8.6514,1,0,0,0,21.31507
0,0,1,1,0,27.567123
0,0,0,0,0,27.084932
66.3274,1,0,1,0,26.569862
173.028,0,1,1,0,33.59178
198.9822,0,0,0,0,36.22466
0,0,1,0,0,21.895891
0,1,0,1,0,39.263012
0,0,0,1,0,33.772602
43.257,0,0,1,0,42.060272
7.93045,1,1,1,0,22.923288
86.514,0,1,0,0,55.432877
43.257,0,0,1,0,26.6
259.542,0,0,1,0,51.221916
0,1,1,0,0,40.361645
259.542,1,0,1,0,47.07397
25.9542,1,0,1,0,19.60548
21.6285,1,1,1,0,27.142466
86.514,1,0,0,0,21.917809
0,0,0,0,0,33.441097
36.0475,1,1,1,0,28.479452
86.514,0,0,0,0,29.51233
5.7676,1,0,1,0,19.4
43.257,0,1,0,0,27.164383
10.0933,0,1,0,0,45.50685
216.285,0,1,1,0,27.317808
7.2095,1,0,0,0,50.50685
2.8838,0,1,1,0,31.147945
173.028,0,1,1,0,25.052055
86.514,1,0,1,0,57.972603
0,1,1,0,0,34.12877
0,1,1,1,0,47.945206
25.9542,0,1,1,0,23.912329
8.6514,0,1,0,0,22.131506
43.257,0,0,0,0,56.057533
86.514,0,0,0,0,58.868492
43.257,0,1,1,0,27.002739
0,0,1,0,0,49
0,0,1,1,0,24.334246
0,0,1,0,0,28.676712
10.15097622,1,0,0,0,26.950686
57.676,1,1,0,0,29.517809
86.514,1,0,0,0,37.40548
30.2799,1,0,0,0,23.484932
0,0,1,1,0,30.717808
0,1,1,1,0,38.868492
21.6285,1,1,1,0,26.019178
50.4665,1,0,1,0,56.12055
605.598,0,0,0,0,50.852055
0,0,1,1,0,48.345207
129.771,1,0,0,0,65.29589
0,0,0,1,0,27.841095
173.028,0,1,1,0,28.273973
43.257,0,0,1,0,27.635616
57.676,0,0,0,0,31.613699
8.6514,0,1,1,0,14.183561
86.514,1,0,1,0,69.48219
36.0475,1,1,1,0,20.526028
36.0475,1,0,1,0,24.753426
0,0,0,1,0,47.29041
43.257,0,1,0,0,27.030136
0,1,1,1,0,20.413698
62.0017,1,1,0,0,21.150684
1211.196,0,1,0,0,46.51233
38.9313,1,1,1,0,43.778084
0,0,1,1,0,30.123287
57.676,0,1,0,0,37.350685
38.9313,1,1,0,0,32.471233
288.38,1,0,0,0,63.665752
14.419,1,0,1,0,31.50685
8.6514,0,0,0,0,25.09589
57.676,1,1,0,0,19.490412
389.313,1,1,0,0,28.679453
8.6514,1,1,1,0,20.432877
1587.5319,0,0,0,0,24.449314
173.028,1,0,1,0,35.263012
44.6989,1,0,0,0,44.958904
86.514,1,0,1,0,69.72055
259.542,0,0,1,0,40.249313
173.028,1,0,0,0,23.39726
0,1,1,0,0,30.863014
17.3028,0,0,0,0,11.030137
21.6285,1,1,0,0,49.19726
0,1,1,1,0,31.29863
67.7693,1,1,0,0,20.980822
173.028,1,0,0,0,27.158905
36.0475,1,1,1,0,43.80274
31.7218,1,0,0,0,32.21644
259.542,1,0,0,0,46.553425
0,1,1,1,0,36.646576
0,1,1,0,0,24.252054
562.341,1,0,1,0,24.40548
0,1,1,0,0,42.50137
86.514,1,1,0,0,33.70411
0,1,1,0,0,35.473972
0,1,1,1,0,18.016438
0,0,0,0,0,22.435616
677.693,0,0,0,0,38.49315
0,1,1,0,0,45.575344
43.257,0,1,1,0,18.632877
173.028,0,0,1,0,22.131506
0,1,0,0,0,40.841095
36.0475,0,0,1,0,55.29863
21.6285,0,0,1,0,33.328766
86.514,1,0,0,0,37.59178
173.028,0,0,0,0,33.4274
259.542,1,1,0,0,4.558904
43.257,1,0,1,0,54
0,1,1,1,0,33.49589
173.028,1,0,0,0,20.630136
25.9542,0,0,1,0,13.457534
115.352,0,0,1,0,69.9589
1.4419,1,0,0,0,17.452055
28.838,0,1,1,0,33.161644
0,0,0,0,0,38.8
0,0,0,1,0,34.865753
173.028,1,0,1,0,38.621918
72.095,1,0,1,0,34.350685
259.542,0,1,0,0,65.07671
187.447,1,1,0,0,28.49863
0,0,0,0,0,31.265753
80.7464,1,1,0,0,32.049316
100.933,1,0,0,0,53.29041
44.6989,0,0,1,0,34.791782
21.6285,0,1,0,0,24.328768
69.2112,0,0,1,0,54.31781
0,1,1,0,0,58.567123
14.419,1,1,0,0,19.065754
3.60475,1,0,1,0,21.663013
86.514,1,1,1,0,21.69041
21.6285,0,1,0,0,27.761644
21.6285,0,1,1,0,29.758904
21.6285,1,0,1,0,51.175343
57.676,1,1,1,0,24.915068
0,1,1,1,0,39.51233
79.3045,0,0,0,0,18.616438
15.13995,0,1,1,0,11.331507
173.028,0,0,0,0,20.345205
0,1,1,0,0,62.66849
0,1,1,0,0,41.87123
14.419,1,1,1,0,24.621918
389.313,0,0,1,0,54.2137
20.1866,0,1,0,0,22.728767
43.257,1,1,1,0,28.915068
43.257,0,0,1,0,19.635616
8.6514,1,0,0,0,41.854794
20.1866,1,1,1,0,55.69041
144.19,0,1,1,0,19.4
0,1,1,0,0,42.641094
28.838,0,0,0,0,36.39452
23.0704,0,1,1,0,60.69589
0,1,0,0,0,31.046576
7.2095,1,1,0,0,27.764383
43.257,1,0,0,0,20.312328
69.2112,0,0,1,0,36.684933
144.19,0,1,1,0,33.4274
0,0,1,0,0,18.778082
57.676,0,1,0,0,40.827396
17.3028,1,1,1,0,23.624657
259.542,1,1,0,0,71.97808
259.542,1,0,0,0,32.81918
86.514,1,1,0,0,43.424656
41.09415,1,1,1,0,37.6
0,1,0,1,0,39.052055
138.4224,0,1,1,0,39.676712
86.514,1,1,1,0,32.558903
72.095,1,1,1,0,26.389042
28.838,1,1,1,0,38.71233
0,1,0,0,0,27.715069
62.0017,0,1,1,0,38.46575
331.637,1,1,1,0,37.71233
86.514,0,1,1,0,33.931507
930.0255,0,1,0,0,22.723288
27.3961,1,1,1,0,21.430138
141.3062,0,1,1,0,25.254795
21.6285,1,0,1,0,11.843836
0,0,0,1,0,26.049314
43.257,0,0,0,0,20.435616
293.3444617,0,0,1,0,33.59726
25.9542,1,0,1,0,19.635616
0,0,1,1,0,20.978083
86.514,1,0,1,0,23.523287
14.419,0,1,1,0,55.09315
0,0,0,1,0,33.17808
18.86005189,1,0,0,0,25.60274
50.4665,1,1,0,0,41.432877
17.3028,1,1,0,0,46.59726
86.514,1,1,0,0,48.123287
187.447,0,0,0,0,42.849316
0,0,1,0,0,21.260275
360.475,0,1,0,0,31.676712
648.855,0,0,0,0,42.435616
0,1,1,0,0,29.09589
144.19,0,1,1,0,20.227398
72.095,1,1,0,0,19.216438
23.0704,1,0,0,0,26.671232
151.3995,1,1,0,0,58.361645
86.514,0,0,1,0,34.473972
7.49788,1,0,1,0,24.895891
38.9313,1,0,0,0,24.610958
2.8838,0,0,1,0,22.01096
0,1,0,1,0,38.430138
0,0,1,0,0,22.115068
7.2095,1,0,0,0,44.142467
57.676,0,0,1,0,28.49863
28.838,1,1,0,0,29.134247
72.095,0,1,1,0,37.17808
0,0,1,1,0,26.643835
17.3028,0,1,0,0,30.591782
43.257,1,0,0,0,25.947945
10.0933,1,1,0,0,36.057533
43.257,1,0,0,0,38.282192
259.542,1,1,1,0,65.24931
245.123,1,0,0,0,27.246574
20.1866,1,0,1,0,23.652056
106.7006,1,1,0,0,28.479452
57.676,0,0,1,0,29.145205
40.3732,0,1,1,0,33.72603
72.095,1,1,1,0,28.31507
21.6285,1,0,0,0,22.586302
0,1,1,1,0,29.378082
108.1425,0,1,1,0,30.30959
173.028,1,0,1,0,49.97534
12.25615,0,0,1,0,29.758904
53.3503,0,0,1,0,24.569862
0,0,0,1,0,11.583562
34.6056,0,0,1,0,21.567123
25.9542,0,1,1,0,36.80822
86.514,0,0,1,0,54.69589
0,0,0,1,0,25.750685
79.3045,1,1,0,0,25.687672
0,0,0,1,0,25.01096
36.0475,1,0,0,0,42.30137
0,0,1,0,0,24.19452
36.56081639,1,1,0,0,51.19178
21.6285,1,0,0,0,30.720549
17.3028,1,1,0,0,59.78356
57.676,1,1,0,0,29.657534
86.514,0,0,1,0,26.463015
36.0475,1,1,1,0,39.539726
0,0,0,0,0,25.09589
9.37235,0,0,1,0,20.8
259.542,0,0,1,0,31.975342
115.352,0,0,0,0,25.536985
86.514,1,0,1,0,32.336987
37.4894,1,0,1,0,22.860273
0,1,0,0,0,54.17808
0,1,1,1,0,37.20548
14.419,0,0,1,0,28.49315
173.028,1,1,1,0,25.553425
0,0,1,0,0,23.835617
0,1,0,0,0,33.12877
1.4419,0,0,1,0,68.77808
0,1,0,1,0,31.60274
0,1,1,0,0,26.01096
86.514,1,1,1,0,33.964382
0,0,1,0,0,42.260273
492.55304,0,0,1,0,37.060272
11.5352,0,0,1,0,38.865753
1312.129,1,0,1,0,32.60274
100.933,1,0,1,0,33.849316
17.3028,0,0,1,0,23.665754
620.017,1,0,0,0,56.164383
173.028,0,1,1,0,54.21096
40.3732,1,1,0,0,26.578083
86.514,1,0,1,0,17.057535
0,1,1,0,0,47.83288
0,1,0,1,0,19.884932
0,0,1,0,0,20.876713
0,1,1,1,0,41.92603
17.3028,0,1,0,0,49.30411
0,1,1,0,0,44.92603
7.2095,1,0,1,0,34.123287
90.8397,0,0,0,0,33.172604
216.285,0,0,0,0,31.871233
259.542,0,0,1,0,33.7863
0,1,1,0,0,31.027397
0,0,1,1,0,30.865753
57.676,1,1,0,0,32.441097
17.3028,1,1,0,0,34.054794
14.419,0,0,1,0,20.917809
0,0,1,0,0,29.117807
86.514,1,1,0,0,52.88493
0,1,1,1,0,29.421917
43.257,1,1,1,0,45.221916
0,1,1,1,0,20.013699
25.9542,1,1,1,0,36.145206
0,0,1,1,0,19.663013
33.1637,1,0,0,0,32.824657
144.19,0,1,1,0,75.457535
72.095,0,1,0,0,48.98904
22.34945,0,1,1,0,34.920547
0,0,0,0,0,21.945206
0,0,0,1,0,63.005478
17.3028,1,0,0,0,14.682192
14.419,1,1,0,0,48.10685
